Rule class order,Rule set name,RuleType,row (within class),extra data,feast / season type,evening name,day name,Is Seasonal Time,ByDayOfWeek-RclYear,ByDayOfWeek-Weekday,ByDayOfMonth-Year,ByDayOfMonth-Month,ByDayOfMonth-Day,OT1,OT2a,OT2b,NT1,NT2,Morning apoc.,Morning OT,Morning OT alt,Morning NT,Morning NT alt,Evening apoc.,Evening OT,Evening OT alt,Evening NT,Evening NT alt.,Evening gospel for communion,M Psalm main,M Psalm optional,M Psalm alt.,M omitted if canticle,E Psalm main,E Psalm optional,E Psalm alt.,E omitted if canticle,RclTrack1-NameOverride,RclTrack1-FullNameOverride,RclTrack1-Note,RclTrack1-Other,RclTrack1-Apoc,RclTrack1-OT,RclTrack1-OT-alt,RclTrack1-Psalm,RclTrack1-Psalm-alt,RclTrack1-Canticle,RclTrack1-ApocCanticle,RclTrack1-NT,RclTrack1-NT-alt,RclTrack1-Gospel,RclTrack1-Gospel-alt,RclTrack2-NameOverride,RclTrack2-FullNameOverride,RclTrack2-Note,RclTrack2-Other,RclTrack2-Apoc,RclTrack2-OT,RclTrack2-OT-alt,RclTrack2-Psalm,RclTrack2-Psalm-alt,RclTrack2-Canticle,RclTrack2-Apoc-Canticle,RclTrack2-NT,RclTrack2-NT-alt,RclTrack2-Gospel,RclTrack2-Gospel-alt,RclTrack3-NameOverride,RclTrack3-FullNameOverride,RclTrack3-Note,RclTrack3-Other,RclTrack3-Apoc,RclTrack3-OT,RclTrack3-OT-alt,RclTrack3-Psalm,RclTrack3-Psalm-alt,RclTrack3-Canticle,RclTrack3-Apoc-Canticle,RclTrack3-NT,RclTrack3-NT-alt,RclTrack3-Gospel,RclTrack2-Gospel-alt
10,SundaysAfterTrinitySunday,ByDayOfWeek,153,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,154,Sunday between 18 and 24 September inclusive,,,,,A,Su,,,,,,,,,,Isaiah 45:9-22,,Revelation 14:1-5,,,"Ezekiel 33:23,33:30-34:10",,"Acts 26:1,9-25",,Mark 9:30-37,119:153-176,,,,119:113-136*,,,,,,,,,Jonah 3:10-4:11,,145:1-8,,,,Philippians 1:21-30,,Matthew 20:1-16,,,,,,,Exodus 16:2-15 ,,"105:1-6,37-45*",,,,Philippians 1:21-30,,Matthew 20:1-16,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,155,Sunday between 18 and 24 September inclusive,,,,,B,Su,,,,,,,,,,Isaiah 45:9-22,,Revelation 14:1-5,,,Exodus 19:10-25,,Matthew 8:23-34,,,119:153-176,,,,119:137-152*,,,,,,,,"Wisdom of Solomon 1:16-2:1,12-22",Jeremiah 11:18-20,,54,,,,"James 3:13-4:3,7-8a",,Mark 9:30-37,,,,,,,Proverbs 31:10-31,,1,,,,"James 3:13-4:3,7-8a",,Mark 9:30-37,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,156,Sunday between 18 and 24 September inclusive,,,,,C,Su,,,,,,,,,,Isaiah 45:9-22,,Revelation 14:1-5,,,Ezra 1,,John 7:14-36,,,"130,131",,,,129,128,,,,,,,,Amos 8:4-7,,113,,,,1 Timothy 2:1-7,,Luke 16:1-13,,,,,,,Jeremiah 8:18-9:1,,79:1-9,,,,1 Timothy 2:1-7,,Luke 16:1-13,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,157,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,158,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,159,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,160,,,,,,,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,161,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,162,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,163,Sunday between 25 September and 1 October inclusive,,,,,A,Su,,,,,,,,,,Isaiah 48:12-21 ,,Luke 11:37-54,,,Ezekiel 37:15-28 ,,1 John 2:22-29 ,,Mark 9:38-50,"125,126,127",,,,124,"20,123",,,,,,,,"Ezekiel 18:1-4,25-32",,25:1-8,,,,Philippians 2:1-13,,Matthew 21:23-32,,,,,,,Exodus 17:1-7,,"78:1-4,12-16*",,,,Philippians 2:1-13,,Matthew 21:23-32,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,164,Sunday between 25 September and 1 October inclusive,,,,,B,Su,,,,,,,,,,Isaiah 48:12-22 ,,Luke 11:37-54,,,Exodus 24 ,,Matthew 9:1-8,,,122,,,,"120,121",,,,,,,,,"Numbers 11:4-6,10-16,24-29",,19:7-14,,,,James 5:13-20,,Mark 9:38-50,,,,,,,"Esther 7:1-6,9-10,9:20-22",,124,,,,James 5:13-20 ,,Mark 9:38-50,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,165,Sunday between 25 September and 1 October inclusive,,,,,C,Su,,,,,,,,,,Isaiah 48:12-22,,Luke 11:37-54,,,Nehemiah 2,,"John 8:31-38,48-59",,,132,,,,"134,135*",,,,,,,,,"Amos 6:1a,4-7",,146,,,,1 Timothy 6:6-19,,Luke 16:19-31,,,,,,,"Jeremiah 32:1-3a,6-15",,"91:1-6,14-16*",,,,1 Timothy 6:6-19,,Luke 16:19-31,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,166,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,167,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,168,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,169,,,,,,,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,170,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,171,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,172,Sunday between 2 and 8 October inclusive,,,,,A,Su,,,,,,,,,,Isaiah 49:13-23,,Luke 12:1-12,,,Proverbs 2:1-11 ,,1 John 2:1-17,,Mark 10:2-16,"128,129,134",,,,136*,,,,,,,,,Isaiah 5:1-7 ,,80:9-17,,,,Philippians 3:4b-14 ,,Matthew 21:33-46,,,,,,,"Exodus 20:1-4,7-9,12-20",,19*,,,,Philippians 3:4b-14,,Matthew 21:33-46,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,173,Sunday between 2 and 8 October inclusive,,,,,B,Su,,,,,,,,,,Isaiah 49:13-23,,Luke 12:1-12,,,Joshua 3:7-17 ,,Matthew 10:1-22,,,"123,124",,,,"125,126",,,,,,,,,Genesis 2:18-24 ,,8,,,,"Hebrews 1:1-4,2:5-12",,Mark 10:2-16,,,,,,,"Job 1:1,2:1-10 ",,26,,,,"Hebrews 1:1-4,2:5-12",,Mark 10:2-16,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,174,Sunday between 2 and 8 October inclusive,,,,,C,Su,,,,,,,,,,Isaiah 49:13-23,,Luke 12:1-12,,,Nehemiah 5:1-13,,John 9,,,141,,,,142,,,,,,,,,"Habakkuk 1:1-4,2:1-4",,37:1-9,,,,2 Timothy 1:1-14,,Luke 17:5-10,,,,,,,Lamentations 1:1-6,,137*,,Canticle: Lamentations 3:19-26,,2 Timothy 1:1-14,,Luke 17:5-10,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,175,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,176,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,177,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,178,,,,,,,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,179,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,180,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,181,Sunday between 9 and 15 October inclusive,,,,,A,Su,,,,,,,,,,Isaiah 50:4-10,,Luke 13:22-30,,,Proverbs 3:1-18,,1 John 3:1-15 ,,Mark 10:17-31,"138,141",,,,139:1-18*,,,,,,,,,Isaiah 25:1-9 ,,23,,,,Philippians 4:1-9 ,,Matthew 22:1-14,,,,,,,Exodus 32:1-14 ,,"106:1-6,19-23*",,,,Philippians 4:1-9,,Matthew 22:1-14,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,182,Sunday between 9 and 15 October inclusive,,,,,B,Su,,,,,,,,,,Isaiah 50:4-10 ,,Luke 13:22-30,,,Joshua 5:13-6:20,,Matthew 11:20-30,,,"129,130",,,,127,128,,,,,,,,"Amos 5:6-7,10-15",,90:12-17,,,,Hebrews 4:12-16,,Mark 10:17-31,,,,,,,"Job 23:1-9,16-17",,22:1-15,,,,Hebrews 4:12-16,,Mark 10:17-31,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,183,Sunday between 9 and 15 October inclusive,,,,,C,Su,,,,,,,,,,Isaiah 50:4-10,,Luke 13:22-30,,,Nehemiah 6:1-16,,John 15:12-27,,,143,,,,144,,,,,,,,,"2 Kings 5:1-3,7-15c",,111,,,,2 Timothy 2:8-15,,Luke 17:11-19,,,,,,,"Jeremiah 29:1,4-7",,66:1-11,,,,2 Timothy 2:8-15,,Luke 17:11-19,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,184,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,185,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,186,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,187,,,,,,,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,188,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,189,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,190,Sunday between 16 and 22 October inclusive,,,,,A,Su,,,,,,,,,,Isaiah 54:1-14 ,,Luke 13:31-35,,,Proverbs 4:1-18,,1 John 3:16-4:6 ,,Mark 10:35-45,"145,149",,,,142,143:1-11,,,,,,,,Isaiah 45:1-7,,"96:1-9,(10-13)",,,,1 Thessalonians 1:1-10 ,,Matthew 22:15-22,,,,,,,Exodus 33:12-23,,99:1-9 ,,,,1 Thessalonians 1:1-10 ,,Matthew 22:15-22,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,191,Sunday between 16 and 22 October inclusive,,,,,B,Su,,,,,,,,,,Isaiah 54:1-14 ,,Luke 13:31-35,,,Joshua 14:6-14 ,,Matthew 12:1-21,,,"133,134,137:1-6",,,,141,,,,,,,,,Isaiah 53:4-12 ,,91:9-16,,,,Hebrews 5:1-10 ,,Mark 10:35-45,,,,,,,"Job 38:1-7,(34-41)",,"104:1-10,26,35c*",,,,Hebrews 5:1-10,,Mark 10:35-45,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,192,Sunday between 16 and 22 October inclusive,,,,,C,Su,,,,,,,,,,Isaiah 54:1-14,,Luke 13:31-35,,,Nehemiah 8:9-18,,John 16:1-11,,,147,,,,149,146,,,,,,,,Genesis 32:22-31,,121,,,,2 Timothy 3:14-4:5,,Luke 18:1-8,,,,,,,Jeremiah 31:27-34,,119:97-104,,,,2 Timothy 3:14-4:5,,Luke 18:1-8,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,193,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,194,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,195,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,196,,,,,,,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,197,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,198,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,199,Sunday between 23 and 29 October inclusive,,,,,A,Su,,,,,,,,,,Isaiah 59:9-20 ,,Luke 14:1-14,,,"Ecclesiastes 11,12",,2 Timothy 2:1-7,,Mark 12:28-34,119:137-152 ,,,,119:89-104,,,,,,,,,"Leviticus 19:1-2,15-18 ",,1,,,,1 Thessalonians 2:1-8,,Matthew 22:34-46,,,,,,,Deuteronomy 34:1-12,,"90:1-6,13-17*",,,,1 Thessalonians 2:1-8 ,,Matthew 22:34-46,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,200,Sunday between 23 and 29 October inclusive,,,,,B,Su,,,,,,,,,,Isaiah 59:9-20,,Luke 14:1-14,,,"Ecclesiastes 11,12",,2 Timothy 2:1-7 ,,Luke 18:9-14,119:89-104,,,,119:121-136,,,,,,,,,Jeremiah 31:7-9 ,,126,,,,Hebrews 7:23-28 ,,Mark 10:46-52,,,,,,,"Job 42:1-6,10-17",,"34:1-8,19-22* ",,,,Hebrews 7:23-28,,Mark 10:46-52,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,201,Sunday between 23 and 29 October inclusive,,,,,C,Su,,,,,,,,,,Isaiah 59:9-20,,Luke 14:1-14,,,"Ecclesiastes 11,12",,2 Timothy 2:1-7,,Matthew 22:34-46,119:105-128,,,,119:1-16,,,,,,,,Ecclesiasticus 35:12-17,"Jeremiah 14:7-10,19-22",,84:1-7,,,,"2 Timothy 4:6-8,16-18",,Luke 18:9-14,,,,,,,Joel 2:23-32,,65*,,,,"2 Timothy 4:6-8,16-18",,Luke 18:9-14,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,202,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,203,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,204,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,205,,,,,,,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,206,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,207,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,208,"The Fourth Sunday before Advent 
Sunday between 30 October and 5th November inclusive",,,,,A,Su,,,,,,,,,,Isaiah 66:20-23,,Ephesians 1:11-23,,,Daniel 7:1-18,,Luke 6:17-31,,,33,,,,"111,117",,,,,,,,,Micah 3:5-12,,43,,,,1 Thessalonians 2:9-13,,Matthew 23:1-12,,,,,,,Joshua 3:7-17,,"107:1-7,33-37",,,,1 Thessalonians 2:9-13,,Matthew 23:1-12,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,209,"The Fourth Sunday before Advent 
Sunday between 30 October and 5th November inclusive",,,,,B,Su,,,,,,,,,,Jeremiah 31:31-34,,1 John 3:1-3,,,"Daniel 2:1-11,(12-24),25-48",,Revelation 7:9-17,,,"112,149",,,,145*,,,,,,,,,Deuteronomy 6:1-9,,119:1-8,,,,Hebrews 9:11-14,,Mark 12:28-34,,,,,,,Ruth 1:1-18,,146,,,,Hebrews 9:11-14,,Mark 12:28-34,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,210,"The Fourth Sunday before Advent 
Sunday between 30 October and 5th November inclusive",,,,,C,Su,,,,,,,,,,Job 26,,Colossians 1:9-14,,,"Lamentations 3:22-33",,"John 11:(1-31),32-44",,,87,,,,"145*",,,,,,,,,Isaiah 1:10-18,,32:1-7,,,,"2 Thessalonians 1:1-4,11-12",,Luke 19:1-10,,,,,,,"Habakkuk 1:1-4,2:1-4",,119:137-144,,,,"2 Thessalonians 1:1-4,11-12",,Luke 19:1-10,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,211,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,212,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,213,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,214,,,,,,,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,215,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,216,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,217,"The Third Sunday before Advent
Sunday between 6 and 12 November inclusive",,,,,A,Su,,,,,,,,,,Deuteronomy 17:14-20,,1 Timothy 2:1-7,,,Judges 7:2-22,,John 15:9-17,,,91,,,,82,20,,,,,,,Wisdom of Solomon 6:12-16,Amos 5:18-24,,70,,,Wisdom of Solomon 6:17-20,1 Thessalonians 4:13-18,,Matthew 25:1-13,,,,,,,"Joshua 24:1-3a,14-25",,78:1-7,,,,1 Thessalonians 4:13-18,,Matthew 25:1-13,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,218,"The Third Sunday before Advent
Sunday between 6 and 12 November inclusive",,,,,B,Su,,,,,,,,,,Micah 4:1-5 ,,Philippians 4:6-9,,,Isaiah 10:33-11:9,,"John 14:(1-22),23-29",,,136,,,,46,82,,,,,,,,"Jonah 3:1-5,10",,62:5-12,,,,Hebrews 9:24-28 ,,Mark 1:14-20,,,,,,,1 Kings 17:8-16,,146,,,,Hebrews 9:24-28,,Mark 12:28-44,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,219,"The Third Sunday before Advent
Sunday between 6 and 12 November inclusive",,,,,C,Su,,,,,,,,,,Isaiah 2:1-5,,James 3:13-18,,,1 Kings 3:1-15,,Romans 8:31-39,,Matthew 22:15-22,"20,90",,,,40,,,,,,,,,Job 19:23-27a,,17:1-9*,,,,"2 Thessalonians 2:1-5,13-17",,Luke 20:27-38,,,,,,,Haggai 1:15b–2:9,,"145:1-5,16-20",98,,,"2 Thessalonians 2:1-5,13-17",,Luke 20:27-38,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,220,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,221,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,222,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,223,,,,,,,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,224,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,225,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,226,"The Second Sunday before Advent
Sunday between 13 and 19 November inclusive",,,,,A,Su,,,,,,,,,,Daniel 10:19-21,,Revelation 4,,,"1 Kings 1:(1-14),15-40",,Revelation 1:4-18 ,,Luke 9:1-6,98,,,,89:19-37*,,,,,,,,,"Zephaniah 1:7,12-18",,"90:1-8,(9-11),12* ",,,,1 Thessalonians 5:1-11 ,,Matthew 25:14-30,,,,,,,Judges 4:1-7,,123,,,,1 Thessalonians 5:1-11,,Matthew 25:14-30,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,227,"The Second Sunday before Advent
Sunday between 13 and 19 November inclusive",,,,,B,Su,,,,,,,,,,"1 Samuel 9:27-10:2a,10:17-26",,Matthew 13:31-35,,,"Daniel 3:(1-12),13-end",,"Matthew 13:24-30,36-43",,,96,,,,95,,,,,,,,,Daniel 12:1-3,,16,,,,"Hebrews 10:11-14,(15-18),19-25",,Mark 13:1-8,,,,,,,1 Samuel 1:4-20,,,,Canticle: 1 Samuel 2:1-10,,"Hebrews 10:11-14,(15-18),19-25",,Mark 13:1-8,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,228,"The Second Sunday before Advent
Sunday between 13 and 19 November inclusive",,,,,C,Su,,,,,,,,,,1 Samuel 16:1-13,,Matthew 13:44-52,,,Daniel 6,,"Matthew 13:1-9,18-23",,,132,,,,97,93,,,,,,,,Malachi 4:1-2a,,98,,,,2 Thessalonians 3:6-13,,Luke 21:5-19,,,,,,,Isaiah 65:17-25,,,,Canticle: Isaiah 12,,2 Thessalonians 3:6-13,,Luke 21:5-19,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,229,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,230,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,231,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SundaysAfterTrinitySunday,ByDayOfWeek,232,,,,,,,Th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
